numero di foto di buongiorno,numero di like per foto,numero di commenti per foto,boomer,name,surname
40.488638061263515,11.509749505787681,37.61220236608223,1,Sylvia,Shields
25.879647288296468,16.993439991199857,30.429013807007447,1,Mui,Perkins
67.32119806422598,23.23066005229732,27.254106010147765,1,Penny,Hess
78.95185515498451,14.47406017208752,26.704185092307775,1,Karen,Skelton
21.182840143083546,10.20452163823371,37.91534259033915,1,Suzanne,Medina
54.97911624143403,15.576609030540826,38.50419984039847,1,Julia,Venegas
79.29021224420433,10.740476237388954,30.406176307809773,1,Mac,Atchley
62.83149800794183,10.183419256078238,29.572853849028185,1,Robert,Myers
90.75421955326907,14.835759493594573,38.30781129931483,1,Kevin,Cammack
71.74787853223536,21.53231315532863,36.9870829528881,1,Brian,Blocker
63.973399201365645,5.518796163123254,21.499221110460223,1,Jose,Klare
67.69236098595132,13.172831425454557,26.562976365415587,1,Zula,Lemke
60.041109765556925,21.652341974656885,22.49084068793851,1,James,Garza
62.577180352024705,16.252208476847493,49.01223207529541,1,Keith,Irons
59.28303105969684,21.021115065080977,39.1884624910504,1,Jose,Ward
57.67302127623839,8.937801130527973,35.16908801623856,1,Corrine,Delsignore
31.3734816970632,14.622357055762436,30.246648941380087,1,John,Warner
60.131976036928734,13.767246226004486,44.38899451972135,1,Michael,Mcdermott
38.07178720922134,10.823262949774467,33.43714321974644,1,Denise,Lewis
46.42872766511027,6.590617129969218,24.640067150727884,1,Una,Sanders
52.65571498449039,15.227144003830963,18.696855840474583,1,Chester,Smith
48.55626109589204,13.438027824612977,27.752301875180542,1,Bethany,Laver
62.72424087534497,11.846003519722,22.983789521442993,1,Violet,Rabito
43.24836696596731,17.668959348734283,25.93188512226411,1,Valarie,Brown
68.0775086353659,26.164553114132097,36.733856161054106,1,Johnnie,Hayes
81.1031398083015,30.42894018448989,43.81243592215263,1,John,Warren
70.01273842633141,2.7837450540682216,42.47758817827163,1,Brendan,Bedwell
65.62082948996601,22.24549762785817,46.16866607346191,1,Misty,Lillard
53.59230184506708,21.466716595103428,31.868190940249796,1,Calvin,Golay
77.69907373419301,15.768369050768044,24.6070593935462,1,Tyler,Tuttle
61.37874046400684,17.542747536273747,29.854519697340248,1,Richard,Moran
71.67986259977204,26.0202732866226,58.91954640220241,1,Jonathan,Parsons
65.11402629379742,12.618177484194785,46.36932299282306,1,John,Christofferso
80.05939267653785,19.7325174782507,41.852441071355514,1,Trenton,Reed
17.45687504048299,7.217366218299352,31.66290299202449,1,Rogelio,Berg
59.274949264985736,19.920161237638172,28.326493178276266,1,Princess,Kazin
70.22695733135764,13.458573424917379,32.199993594289026,1,Annie,Horton
69.56197910532985,4.7234724690003915,39.114852152266934,1,John,Seery
64.06164353827603,15.951647934165438,38.26697087733843,1,Mary,Churchwell
49.43267580415158,9.385124356706509,46.10550787167642,1,Margaret,Smith
69.87251968831676,18.842608421988704,35.100299043009784,1,Philip,Winesett
56.853872843367625,24.40334946170683,41.35145285487075,1,Andrew,Arnold
59.46937696587389,21.618364320992036,27.433373401862227,1,Dorothy,Hale
27.168467304973937,13.726836071844428,45.30928201982845,1,James,Cartwright
67.24699995527477,8.543841406998418,41.04130241133072,1,Carol,Harris
50.94706330973726,0.5280241853665792,40.12580407249925,1,Christian,Texeira
69.25574400010213,19.684707198665304,45.43774371906338,1,Maria,David
63.94289485119204,15.272677535025256,29.77507929500521,1,David,Hilts
78.26637311043534,24.718268600101915,35.07213677706555,1,Steven,Ramos
69.8202759692125,21.080530618899267,34.57009444691656,1,Janice,Bynum
62.08199043962056,17.796298245390425,43.836005672230044,1,Mary,Church
69.4792691835406,16.931445375838372,18.36282545205455,1,Francesca,Ivancic
73.40031411866076,3.7124382976485997,38.821353005585394,1,Janet,Dixon
54.222862597807094,23.487053386999904,20.838149434551635,1,John,Kretschmer
44.9690771783596,13.012586385092593,37.30838543426201,1,Herman,Garner
48.57486069733901,14.476857130160033,29.448880022384984,1,Hazel,Hart
81.59232513135667,24.690043685212824,48.57533488160397,1,Carol,Gibson
72.27151751844247,30.743131290072917,28.994821244868206,1,Anna,Bingaman
29.688648660979613,21.501895654057122,41.718967571912245,1,Joyce,Maxwell
70.39446701445351,6.411001783341879,18.275241775483465,1,Anita,Farrington
37.725519384498924,15.429377972923364,26.767647667387294,1,Penelope,Smittle
48.266025030755976,8.950262720273482,31.09145212881781,1,Aaron,Hayek
67.216575635285,15.829532411714188,44.01065637349062,1,John,Hooker
47.14186774732156,11.061703648531338,43.74179153899176,1,Joseph,Pewitt
63.41255244740667,26.931343469377914,18.510729146806412,1,Maria,Clark
50.22415287676257,13.37347607442491,35.46014143855704,1,Teresa,Bethea
73.52239073601984,0.487472261630014,46.141610648145246,1,Ngoc,Sabbagh
63.400975527080575,10.142324467327892,41.789668681402205,1,Brenda,Oden
73.43950616304399,10.104058491206107,47.23486207584475,1,Ashley,Stewart
56.99191365099874,20.499582557339252,32.74468186257024,1,Ruth,Bowers
74.43667454875894,17.940478561741877,57.17811172510415,1,John,Ingham
49.89560018143095,26.467056207851083,32.87328193538938,1,Audra,Lott
54.5624060151461,23.806845238611572,51.93930822685693,1,Jennifer,Ellis
47.65976748211264,8.538416905989887,22.4891519554292,1,Bernard,Howe
55.194968558508684,11.11311534969087,24.167814114256892,1,Angel,Faler
72.73928701105183,21.459460025694952,24.2384530127918,1,Gerald,Jenkins
51.02082511206728,19.68823787305841,50.47626821509975,1,Jill,Gardner
56.142759198635304,30.588489420715955,37.02343260150213,1,Mario,Miller
52.21866089508044,19.622138603315204,44.818988663156716,1,Melody,Hunt
52.30587970963977,17.584353612503634,31.456386536830202,1,Raul,Schoonmaker
64.61950527790525,10.777024672657745,18.62729803004004,1,Jason,Diaz
62.63891805792097,18.02902898731449,29.656993225812386,1,Virginia,Riley
65.8371052939507,15.87633916655799,28.137821250778714,1,Kevin,Harris
51.6798067258183,12.43745993806202,31.323395936565355,1,Thelma,Bohler
68.2029998977456,5.509485537132029,33.68156099977193,1,Dorothy,Spring
66.57853988396678,20.668443937011396,29.81134460807557,1,Jerry,Moon
48.545226699415444,7.534955215457362,33.07617318315977,1,Linda,High
35.563673109894886,9.798256358854076,47.64808742766732,1,Joshua,Moore
57.06217581399309,6.008069437756115,37.80758050044965,1,Antonio,Stephens
66.21498229353689,14.849531063872064,43.17748926004114,1,Tiffany,Carter
77.21471434370467,11.305844615588407,45.44825001733376,1,Vicky,Dixon
40.11601974666871,25.21502865082179,27.376706053966295,1,Shirley,Goldman
64.45043167920893,23.32488918239336,35.22540999680892,1,Michael,Capehart
89.63186952888627,16.678894823089813,43.26671728459932,1,Brian,Anderson
51.9180315559168,22.676261240716162,30.725715611263684,1,Rebekah,Johnston
71.48625264953455,6.009265627920648,31.154340691622284,1,Brian,Large
55.19620865582849,17.803364391467078,45.232914730758296,1,Aretha,Rodibaugh
48.484096626271494,9.171045797522229,29.27328886709659,1,Margaret,Losey
72.08480026332354,6.813265761067475,38.59956701245863,1,Brenda,Nixon
53.097517857237236,19.5027369476822,34.752967490374054,1,Esther,Mcneill
38.9371175142721,13.264035553665433,29.214055106132346,1,Justina,Hall
48.84398533048506,18.73862834120602,46.5271893149792,1,Jeffery,Williams
57.68042784444536,5.869547705053948,43.003728541941534,1,Martha,Rivera
50.65653793281924,14.776345158321472,40.20565995699105,1,Harry,Duff
58.198967823261846,7.684321450039372,48.39959379674345,1,Jesus,Duvall
58.82837860545594,14.108352322306885,48.28429092099739,1,Ruth,Jones
71.0929265040044,9.330909749083357,38.92153754536945,1,John,Young
71.60088814421067,22.881225465730676,44.62740780577716,1,Venice,Verrill
50.61391367002473,15.983022939173667,39.62225899524927,1,Edgar,Symonds
35.54041439925304,22.490474822316447,37.76900275177823,1,Jennifer,Sparaco
46.99424645464711,10.415572854917588,24.981501846674877,1,Jessica,Walsh
64.12455432240903,16.14741369405322,18.474892412556816,1,Kevin,Bleiweiss
58.54637573533803,18.068887614696482,46.03560893746074,1,Trina,Mayes
55.198162015680246,15.531957503064412,24.057102352760346,1,Dennis,Tracy
36.83939573502124,8.485221706276503,36.807331294122996,1,Jessica,Manganaro
29.050588283390198,17.14018024425725,41.96432497790254,1,Marcus,Walker
60.99297729383121,14.109989972681547,26.457298461190874,1,Stefanie,Halbrook
75.9727603089593,24.831505689351697,36.32112860130841,1,Marilyn,White
52.51043012865063,16.08323882195557,44.58283612869707,1,Henry,Benitez
52.75363570131821,8.36015136941889,45.89022636076481,1,Walter,Warrior
50.91335551469489,23.31980157702548,24.541914329637265,1,Eloy,Cohen
65.95562625613891,9.778576045664853,17.91008490391754,1,Kim,Nelson
44.975483755860424,13.267874096995055,51.75606886724996,1,Amy,Anderson
40.872941107417276,5.80219633007612,33.62901345268409,1,Charles,Shaw
103.87896679042208,8.191606396610636,48.55305043526571,1,Cliff,Miller
61.5814445738736,12.959313267489627,41.48276438542789,1,Jackie,Beard
66.87686510251386,14.416168416272011,34.779182421282556,1,Nicholas,Sanchez
34.3089077819117,15.783327037691503,51.85432136365168,1,Edward,Sonoski
73.65303204779961,12.398379701716095,33.897504460030554,1,Allen,Alex
50.30049512931562,11.729678161596116,26.49936107940738,1,David,Sparks
78.52612377493199,22.601024916601105,25.526073382569493,1,Thomas,Fallenstein
43.19902051918227,16.964496082592163,48.028360407867666,1,Michael,Duke
58.85002114173048,14.40680964020323,35.36524969716722,1,Juan,Snedegar
67.45232298631751,13.04265879303106,34.915669008269695,1,Herman,Widen
40.62584238806887,16.2053501197059,11.203446001518508,1,Kristen,Romero
58.812492839535324,14.347596831520109,26.426490164498084,1,Elizabeth,Maggard
51.27251331002898,10.867955652525993,44.423709937999845,1,Manuel,Stone
68.46034435011667,4.850013617003452,22.71401124503614,1,Corey,Adam
68.45662236294935,22.500594810880187,23.487881259085803,1,Mary,Reid
39.37464508194594,12.977803571822465,47.55270285239905,1,Alex,Dove
65.94057976354541,23.191064284737287,33.434908937078774,1,Leslie,Hart
88.88314704106276,16.380110814118154,31.93427095783269,1,Patrick,Alpers
66.35005576896309,27.92995961882955,18.391136254295656,1,Rosemarie,Joyner
57.98153711980967,22.555681160451506,54.314732472426385,1,Olene,Wright
53.69928709738277,15.112571716874442,34.93541115416876,1,Alice,Rueluas
46.5653831291695,18.854639764080506,31.358396941318052,1,Juan,Sullivan
48.66014412591729,11.715207293362408,32.10143524470139,1,Stacey,Settle
61.19845503496873,19.77833503473489,28.543426826265296,1,Richard,Crist
55.08859206013884,12.702356697143799,43.566210882185416,1,Darlene,Bath
69.52238812151381,34.63154236859822,50.36550321682391,1,Mary,Lirette
75.46027753001135,11.690500610319141,30.169383360137015,1,Jennifer,Lind
60.73418775201733,18.15730062293197,19.3649166605881,1,Roger,Evans
84.31289217142997,22.283777829395323,28.99589659554875,1,Patricia,Holloway
88.72206897667213,6.886016860357639,32.001779027530254,1,Jon,Mingus
60.94984013532839,21.80523305319472,22.436726952876004,1,Robert,Gullatt
18.627574729629757,22.969204146883612,41.11896853096127,1,Elizabeth,Layton
80.03416019972563,24.346483345245243,13.178237125710034,1,Mary,Thomas
66.51803129895744,24.363226235170956,29.118974184462164,1,Filomena,Seals
39.2211873468148,21.75278687224771,43.20513151747892,1,James,Smith
70.11790008646308,23.404987248800083,35.37286219169671,1,Susan,Pilla
54.41490101429447,14.187550955475654,29.552505963979318,1,Ethan,Horton
65.78874667391203,8.21454570436968,47.17408902192773,1,Deborah,Bess
60.518659807717995,0.7661057738658013,39.40446303378749,1,Luther,Porter
42.56842944305963,15.37615846904818,17.168316725784965,1,Amanda,Scholz
73.98775417664696,23.058124235473848,53.78790172126456,1,Joseph,Wilson
40.44492629633112,16.442693519641512,27.319343236834285,1,Kenneth,Ebling
59.88930569343585,14.127945412566005,31.327992561916552,1,Deanna,Badilla
76.95612722141499,22.99555852085567,35.2222155851518,1,Jorge,George
57.09742341660156,16.45741233204616,52.15574876068253,1,Janna,Heyes
58.704515693512874,14.296032824194297,35.48766177369056,1,Anthony,Baldwin
70.45653903267295,18.704799109214083,31.337448996487726,1,Judy,Hoffman
61.35813927018325,4.833183613815681,43.355110876403586,1,Mike,Atwell
46.32131485458206,11.313754246439933,43.087672073884164,1,Matthew,Pitre
65.29355443196245,0.21329428155518215,26.70208888271828,1,Tamika,Powell
72.98931895370524,16.76432622346595,54.36455901774674,1,Betty,Ray
44.78009657241286,8.534096531889936,22.375385129098326,1,Mary,Bellocchio
57.84327599990431,26.018565652824083,59.55727893405063,1,Helen,Streeter
66.43473991352474,22.480026571104816,44.64374254989351,1,Dorothy,Kizzee
58.10549567305058,14.331835539129305,22.893713666511278,1,Roy,Hearn
75.52322074860834,11.062242246864438,30.160686966710422,1,Eugene,Mickelsen
81.16943794148901,22.30276830685575,23.879811756486756,1,Dale,Veal
59.36682298160791,17.89255514546641,19.951469152458454,1,James,Sinnott
43.458875328101264,17.258772398071276,54.45324840009819,1,Belle,Long
55.01693795870779,28.714950932932396,28.95582660036638,1,Roberta,Bartolome
54.225200955631564,17.203706379892502,19.469732328045044,1,Lester,Alderman
56.51284594488662,19.383620559693732,24.81539483926716,1,Justin,Holsten
65.21478890238768,20.701862589956654,30.43231601098735,1,John,Rivera
51.64222271315607,11.419428912387009,24.885343017895263,1,Juanita,Ridgeway
57.661209804535844,11.960479913006697,27.17467158038496,1,Rachelle,Gonzales
82.7057555818849,14.63810657488516,18.09406970760419,1,Jeremy,Woods
65.41735258299107,8.630423220706035,36.886501302449574,1,Lonnie,Babb
48.716952040136206,11.552374922529182,47.02337225970935,1,Cynthia,Valle
74.21903727991662,17.692723591318888,52.68716146531345,1,George,Alessio
27.507838236750317,8.906019312089551,41.831034199139275,1,Catherine,Mabon
62.43373822523703,13.550153551808314,20.66893481855253,1,Chester,Huston
42.91587360304061,20.398937986697295,7.208891785893115,1,Manuel,Ziminski
68.3521565086119,23.873272721721037,39.87163373110663,1,Christopher,Chehebar
66.27787957020489,12.091397741105533,24.064070801418186,1,Madeline,Jones
56.41778445375789,7.761615240678257,51.03004009044147,1,Jeremiah,Rapp
56.66191080752645,14.398050039462282,31.304424866578568,1,Frances,Conover
87.87487859800872,29.42398622225829,37.75481135416002,1,Karlene,Pree
53.09813270244651,23.29172602310371,37.6698686925472,1,Leonard,Gomez
80.02227993933498,0.48498763444420945,17.150125150980386,1,Gladis,Acencio
43.21276163056893,25.639311290154183,29.920900932616487,1,Robert,Sylvester
61.85788619870792,11.045644288897819,43.44517215663052,1,Bonnie,Dick
54.24130350521445,25.578384927592964,34.20003968395551,1,Lisa,Nunez
63.55029183632615,17.62403600693621,56.153466110813994,1,Phillip,Smith
70.84135545719127,27.7380177128912,37.242719369719765,1,Gerald,Luthy
77.118011758809,15.96606730519468,30.321616718463396,1,Tony,Mintz
90.5275713550623,8.862001678861214,46.33650048967702,1,Gary,Webster
64.87418893402284,12.869672446727316,37.79483983780043,1,Patricia,Sanders
45.83343595042043,9.026343731663308,29.37209840132189,1,William,Holmes
64.18218510347502,0.11021449876844258,37.17499330933614,1,William,Brown
66.80722979077152,12.476934969061025,46.12615845938902,1,John,Caskey
74.14539430321153,16.980217002273534,25.587630060967253,1,Karen,Saiz
65.75730157710389,17.592462864964162,37.30949012618633,1,Jimmy,Tremper
68.55616369539506,18.830721107634695,26.763726723611864,1,Joyce,Reichert
48.21423325385222,17.887067823573304,43.102056032079616,1,Donald,Mariano
67.3033584765785,12.840404377066065,40.802181119040746,1,Antoinette,Sidwell
64.22558998665468,14.258810633029205,35.57303429572233,1,Cheyenne,Heinz
31.19875538147246,19.980462954524135,37.06490922262506,1,Miriam,Smith
81.71415259494559,25.721600501856194,48.82515788175116,1,William,Wilcox
72.96585690923199,18.126980448403174,27.77633228572614,1,Miriam,Mayo
80.85752324014163,16.725430221776833,38.144876077039974,1,Ronald,Fisher
66.208200123472,14.249986077030353,48.40457389054305,1,Mary,Schubert
67.13900001100254,15.863600777606415,41.216745294742815,1,Laura,Sharkey
46.19304388217057,26.955847517611705,49.634990720982586,1,Judith,Dunning
53.041518534514246,5.272816095563838,15.863328081722702,1,Debra,Garcia
60.18362019241636,15.426453845202031,29.929327498289915,1,Bobby,Wilson
8.587762167585488,20.712333460687184,40.03719204622477,1,Velma,Mckie
